======================================================================
TREE BOB ANALYSIS: n=1..8
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1
      (())))                    bobw=1 kw=2 bob=1 k=2
      (()))(                    bobw=1 kw=2 bob=1 k=2
      (()))                     bobw=0 kw=1 bob=0 k=1

size=4: 880 subtrees, 5 (lc,m) groups
  (lc=2, m=2): 176 trees -> bobw∈2 kw∈2
    bobw values: [2, 4]
      ()(())                    bobw=2 kw=2 bob=2 k=2
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
      ()(())))                  bobw=4 kw=3 bob=4 k=3
      ()(()))(                  bobw=4 kw=3 bob=4 k=3
      ()(()))                   bobw=2 kw=2 bob=2 k=2
  (lc=2, m=3): 176 trees -> bobw∈2 kw∈2
    bobw values: [2, 4]
      ()()()                    bobw=2 kw=2 bob=3 k=3
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())                   bobw=2 kw=2 bob=3 k=3
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()()))                  bobw=4 kw=3 bob=6 k=4
      ()()())(                  bobw=4 kw=3 bob=6 k=4
